cell_identity,state,source_member,family,exposure_role,system,seed,typed_failure,n_candidates,verdict_slots,n_successes,successful_ordinals,chosen_ordinal,chosen_predicted_cost,chosen_in_success_band,top1_hit,top3_hit,chance_top1,chance_top3,auc,spearman_ordinal,spearman_drag_x,spearman_drag_y,bound_issue87_only,first_shot_success_issue87_only,arm,drag_x,drag_y,radius,angle_deg
decision--continuous-fixed-h1--seed20260910--issue-77-n1-015--grid,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h1,20260910,False,16,16,2,5|14,15,89.70126074552536,True,False,True,0.125,0.35,0.6071428571428571,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260908--issue-77-n1-015--grid,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h5,20260908,False,16,16,2,5|14,15,47.85966330766678,True,False,True,0.125,0.35,0.5714285714285714,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260909--issue-77-n1-015--grid,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h5,20260909,False,16,16,2,5|14,15,88.46030962467194,True,False,True,0.125,0.35,0.6071428571428571,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260910--issue-77-n1-015--grid,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h5,20260910,False,16,16,2,5|14,15,68.8502106666565,True,False,True,0.125,0.35,0.6071428571428571,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-015--grid,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,hybrid-fixed-h1,20260908,False,16,16,2,5|14,3,53.863726019859314,False,False,False,0.125,0.35,0.4642857142857143,0.0,-0.24253562503633297,-0.9701425001453319,True,False,grid,-40,80,89.44271909999159,63.43494882292201
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-015--grid,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,hybrid-fixed-h1,20260909,False,16,16,2,5|14,15,68.86667722463608,True,False,False,0.125,0.35,0.5357142857142857,-0.4705882352941176,0.24253562503633297,-0.9701425001453319,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-015--grid,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,hybrid-fixed-h1,20260910,False,16,16,2,5|14,15,56.89043867588043,True,False,True,0.125,0.35,0.5714285714285714,-0.75,0.5699587188353825,-0.8124943438717155,True,False,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260908--issue-77-n1-015--offset,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h1,20260908,False,11,11,0,,8,69.37850469350815,False,,,,,,-0.881818181818182,-0.881818181818182,-0.881818181818182,True,,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h1--seed20260909--issue-77-n1-015--offset,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h1,20260909,False,11,11,0,,5,102.01858711242676,True,,,,,,0.13636363636363638,0.13636363636363638,0.13636363636363638,True,,offset,-58,55,79.93122043357026,43.47923033885623
decision--continuous-fixed-h1--seed20260910--issue-77-n1-015--offset,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h1,20260910,False,11,11,0,,6,93.17365407943726,True,,,,,,-0.36363636363636365,-0.36363636363636365,-0.36363636363636365,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260908--issue-77-n1-015--offset,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h5,20260908,False,11,11,0,,8,59.04815369844437,False,,,,,,-0.9,-0.9,-0.9,True,,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h5--seed20260909--issue-77-n1-015--offset,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h5,20260909,False,11,11,0,,6,103.24647450447083,True,,,,,,-0.4909090909090909,-0.4909090909090909,-0.4909090909090909,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260910--issue-77-n1-015--offset,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,continuous-fixed-h5,20260910,False,11,11,0,,6,83.35475432872772,True,,,,,,-0.41818181818181827,-0.41818181818181827,-0.41818181818181827,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-015--offset,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,hybrid-fixed-h1,20260908,False,11,11,0,,10,53.811827659606934,False,,,,,,-1.0,-1.0,-1.0,True,,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-015--offset,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,hybrid-fixed-h1,20260909,False,11,11,0,,10,70.5335163474083,False,,,,,,-1.0,-1.0,-1.0,True,,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-015--offset,issue-77-n1-015-a06,issue-77-n1-015,type010105,training,hybrid-fixed-h1,20260910,False,11,11,0,,8,60.51162230968475,False,,,,,,-0.9363636363636365,-0.9363636363636365,-0.9363636363636365,True,,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h1--seed20260908--issue-77-n1-016--grid,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h1,20260908,False,16,16,0,,15,39.501408100128174,True,,,,,,-0.75,0.5699587188353825,-0.8124943438717155,True,,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260909--issue-77-n1-016--grid,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h1,20260909,False,16,16,0,,15,65.69739902019501,True,,,,,,-0.9558823529411766,0.8610014688789821,-0.49719803132448265,True,,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260910--issue-77-n1-016--grid,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h1,20260910,False,16,16,0,,15,72.13112783432007,True,,,,,,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260908--issue-77-n1-016--grid,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260908,False,16,16,0,,15,2.53915137052536,True,,,,,,-0.75,0.5699587188353825,-0.8124943438717155,True,,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260909--issue-77-n1-016--grid,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260909,False,16,16,0,,15,30.972351849079132,True,,,,,,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h5--seed20260910--issue-77-n1-016--grid,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260910,False,16,16,0,,15,43.68782955408096,True,,,,,,-0.9264705882352942,0.8124943438717155,-0.5699587188353825,True,,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-016--grid,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,hybrid-fixed-h1,20260908,False,16,16,0,,3,38.83814299106598,False,,,,,,0.0,-0.24253562503633297,-0.9701425001453319,True,,grid,-40,80,89.44271909999159,63.43494882292201
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-016--grid,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,hybrid-fixed-h1,20260909,False,16,16,0,,15,46.87514317035675,True,,,,,,-0.4705882352941176,0.24253562503633297,-0.9701425001453319,True,,grid,-160,80,178.88543819998318,26.56505117707799
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-016--grid,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,hybrid-fixed-h1,20260910,False,16,16,0,,15,43.304117023944855,True,,,,,,-0.75,0.5699587188353825,-0.8124943438717155,True,,grid,-160,80,178.88543819998318,26.56505117707799
decision--continuous-fixed-h1--seed20260908--issue-77-n1-016--offset,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h1,20260908,False,11,11,0,,8,42.49094545841217,False,,,,,,-0.9,-0.9,-0.9,True,,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h1--seed20260909--issue-77-n1-016--offset,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h1,20260909,False,11,11,0,,5,70.04092490673065,True,,,,,,0.045454545454545456,0.045454545454545456,0.045454545454545456,True,,offset,-58,55,79.93122043357026,43.47923033885623
decision--continuous-fixed-h1--seed20260910--issue-77-n1-016--offset,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h1,20260910,False,11,11,0,,6,75.39372330904007,True,,,,,,-0.36363636363636365,-0.36363636363636365,-0.36363636363636365,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260908--issue-77-n1-016--offset,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260908,False,11,11,0,,8,13.383660301566124,False,,,,,,-0.9363636363636365,-0.9363636363636365,-0.9363636363636365,True,,offset,-34,72,79.62411694957753,64.72227776444704
decision--continuous-fixed-h5--seed20260909--issue-77-n1-016--offset,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260909,False,11,11,0,,6,45.53296476602554,True,,,,,,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--continuous-fixed-h5--seed20260910--issue-77-n1-016--offset,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,continuous-fixed-h5,20260910,False,11,11,0,,6,57.618203818798065,True,,,,,,-0.5454545454545455,-0.5454545454545455,-0.5454545454545455,True,,offset,-51,62,80.2807573457052,50.55994726330954
decision--hybrid-fixed-h1--seed20260908--issue-77-n1-016--offset,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,hybrid-fixed-h1,20260908,False,11,11,0,,10,38.782177209854126,False,,,,,,-1.0,-1.0,-1.0,True,,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260909--issue-77-n1-016--offset,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,hybrid-fixed-h1,20260909,False,11,11,0,,10,48.459338545799255,False,,,,,,-1.0,-1.0,-1.0,True,,offset,-16,78,79.62411694957753,78.40782458970894
decision--hybrid-fixed-h1--seed20260910--issue-77-n1-016--offset,issue-77-n1-016-a03,issue-77-n1-016,type010105,calibration,hybrid-fixed-h1,20260910,False,11,11,0,,9,46.84133964776993,False,,,,,,-0.9454545454545454,-0.9454545454545454,-0.9454545454545454,True,,offset,-25,76,80.00624975587844,71.79151552941917
