slot_identity,state_identity,source_member,family,study_role,ordinal,branch_identity,stratum,issue_87_failure,frozen_replay_count_cost,normalized_cost_position,frozen_cost_span_informative,frozen_replay_terminal_kind,frozen_replay_pig_removed,state_best_observed_pig_removed,is_type010105,published_outcome_first_shot_success,published_engine_channel_pig_removed,issue_87_wall_seconds,issue_87_engine_wall_seconds,dispatched_at_utc,dispatch_index,minutes_since_first_dispatch,live_at_dispatch,dispatch_burst_size,peak_cpu_rss_mib,join_complete,join_issue_80_candidate_table,join_issue_77_n1_coverage,join_issue_77_n1_replay,join_issue_73_headroom_registry,join_issue_87_dispatch_marker,join_issue_87_receipt
oracle--issue-77-n1-016-a03--a06,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,6,issue-77-n1-016-a06,executed,,36.94234025478363,0.4586811033161144,True,stable_without_clear,False,True,True,False,False,102.80184939783067,56.26644441019744,2026-09-22T06:49:02Z,269,242.5,4,2,1022.2421875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a03--a07,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,7,issue-77-n1-016-a07,timeout,TimeoutError: timed out,36.845367193222046,0.45381073084677176,True,stable_without_clear,False,True,True,,,191.2802542662248,,2026-09-22T06:51:10Z,270,244.63333333333333,2,2,953.703125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a03--a08,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,8,issue-77-n1-016-a08,executed,,36.94234025478363,0.4586811033161144,True,stable_without_clear,False,True,True,False,False,133.39707590593025,80.4556189100258,2026-09-22T06:51:12Z,271,244.66666666666666,3,2,1006.9765625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a03--a09,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,9,issue-77-n1-016-a09,executed,,29.149348497390747,0.06728609218803422,True,right_censored,False,True,True,False,False,185.66217821557075,120.5481144557707,2026-09-22T06:52:20Z,272,245.8,3,1,1032.84375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a03--a10,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,10,issue-77-n1-016-a10,executed,,45.547233164310455,0.8908530163539016,True,right_censored,False,True,True,False,False,184.14801804628223,120.83923989487812,2026-09-22T06:53:25Z,273,246.88333333333333,4,1,1064.35546875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a03--a11,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,11,issue-77-n1-016-a11,executed,,39.71297663450241,0.5978334712938116,True,right_censored,False,True,True,False,False,188.87194884801283,126.0622394750826,2026-09-22T06:54:17Z,274,247.75,4,1,1933.62109375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a03--a12,issue-77-n1-016-a03,issue-77-n1-016,type010105,held_out_evaluation,12,issue-77-n1-016-a12,executed,,44.277242451906204,0.8270690365309442,True,right_censored,False,True,True,False,False,218.77718663401902,113.7721322691068,2026-09-22T06:56:00Z,275,249.46666666666667,3,1,1051.9921875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a00,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,0,issue-77-n1-016-a00,executed,,37.200854390859604,0.47166471042313274,True,stable_without_clear,False,True,True,False,False,109.50270820502192,58.25326252216473,2026-09-22T06:57:09Z,276,250.61666666666667,3,1,1090.796875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a01,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,1,issue-77-n1-016-a01,executed,,47.72043803334236,1.0,True,right_censored,False,True,True,False,False,186.48311715293676,121.40613052016124,2026-09-22T06:57:47Z,277,251.25,3,1,1064.92578125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a02,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,2,issue-77-n1-016-a02,executed,,42.200845152139664,0.7227841136734968,True,native_fail,False,True,True,False,False,148.70746417110786,90.97893509827554,2026-09-22T06:58:33Z,278,252.01666666666668,4,1,1037.84375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a03,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,3,issue-77-n1-016-a03,executed,,32.842696487903595,0.25278070360929084,True,native_clear,True,True,True,True,True,128.99591583572328,72.66380034433678,2026-09-22T07:00:04Z,279,253.53333333333333,3,1,1256.37109375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a04,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,4,issue-77-n1-016-a04,executed,,27.809627890586853,0.0,True,right_censored,False,True,True,False,False,152.41697594616562,87.2865699538961,2026-09-22T07:00:59Z,280,254.45,3,1,1096.58203125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a05,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,5,issue-77-n1-016-a05,executed,,36.94234025478363,0.4586811033161144,True,stable_without_clear,False,True,True,False,False,105.16891520190984,57.96762872999534,2026-09-22T07:01:53Z,281,255.35,3,1,1001.94140625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a06,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,6,issue-77-n1-016-a06,executed,,36.94234025478363,0.4586811033161144,True,stable_without_clear,False,True,True,False,False,102.38882023375481,55.8572874632664,2026-09-22T07:02:41Z,282,256.15,3,1,1022.57421875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a07,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,7,issue-77-n1-016-a07,executed,,36.845367193222046,0.45381073084677176,True,stable_without_clear,False,True,True,False,False,105.57538300333545,58.449121713638306,2026-09-22T07:03:35Z,283,257.05,3,1,1017.81640625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a08,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,8,issue-77-n1-016-a08,executed,,36.94234025478363,0.4586811033161144,True,stable_without_clear,False,True,True,False,False,119.06653856812045,68.62247510673478,2026-09-22T07:04:22Z,284,257.8333333333333,3,1,1035.69921875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a09,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,9,issue-77-n1-016-a09,executed,,29.149348497390747,0.06728609218803422,True,right_censored,False,True,True,False,False,179.52022568881512,115.46396010182798,2026-09-22T07:05:15Z,285,258.71666666666664,3,1,1337.80859375,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a10,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,10,issue-77-n1-016-a10,executed,,45.547233164310455,0.8908530163539016,True,right_censored,False,True,True,False,False,188.74106931732967,125.47674502199516,2026-09-22T07:06:12Z,286,259.6666666666667,3,1,1061.83203125,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a11,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,11,issue-77-n1-016-a11,executed,,39.71297663450241,0.5978334712938116,True,right_censored,False,True,True,False,False,225.33302496001124,162.1247620480135,2026-09-22T07:06:49Z,287,260.28333333333336,3,1,1022.07421875,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
oracle--issue-77-n1-016-a12--a12,issue-77-n1-016-a12,issue-77-n1-016,type010105,held_out_evaluation,12,issue-77-n1-016-a12,executed,,44.277242451906204,0.8270690365309442,True,right_censored,False,True,True,False,False,173.6496559069492,111.59134184010327,2026-09-22T07:07:51Z,288,261.31666666666666,4,1,1964.015625,True,joined,joined,joined,unjoinable:registry_disjoint_from_issue_77_membership,joined,joined
